severity,same_phrase,phrase
0,A,i was travelling by ship and i feel dizzy.
0,A,i was travelling by ship and i feel dizzy.
0,A,i was travelling by ship and i feel dizzy.
0,A,i was travelling by ship and i feel dizzy.
0,A,I was very active in sports but now my body is feeling pain.
0,A,I was very active in sports but now my body is feeling pain.
0,A,I was very active in sports but now my body is feeling pain.
0,A,I was very active in sports but now my body is feeling pain.
0,A,I was very active in sports but now my body is feeling pain.
0,A,I was very active in sports but now my body is feeling pain.
0,A,I was very active in sports but now my body is feeling pain.
0,A,I was very active in sports but now my body is feeling pain.
0,A,I was very active in sports but now my body is feeling pain.
0,A,I was very active in sports but now my body is feeling pain.
0,A,I was very active in sports but now my body is feeling pain.
1,B,i was watching tv and suddenly have blurry vision
1,B,i was watching tv and suddenly have blurry vision
1,B,i was watching tv and suddenly have blurry vision
1,B,i was watching tv and suddenly have blurry vision
1,B,i was watching tv and suddenly have blurry vision
1,B,i was watching tv and suddenly have blurry vision
1,B,i was watching tv and suddenly have blurry vision
0,A,I wish this excruciating feeling of loss could go away.
0,A,I wish this excruciating feeling of loss could go away.
0,A,I wish this excruciating feeling of loss could go away.
0,A,I wish this excruciating feeling of loss could go away.
0,A,I wish this excruciating feeling of loss could go away.
0,A,I wish this excruciating feeling of loss could go away.
0,A,I wish this excruciating feeling of loss could go away.
0,A,I wish this excruciating feeling of loss could go away.
0,A,i'm disappointed
0,A,i'm disappointed
0,A,i'm disappointed
0,A,i'm disappointed
0,A,i'm disappointed
0,A,i'm disappointed
0,A,i'm disappointed
0,A,i'm disappointed
0,A,i'm disappointed
0,A,i'm disappointed
1,B,I'm feeling nauseous
1,B,I'm feeling nauseous
1,B,I'm feeling nauseous
1,B,I'm feeling nauseous
1,B,I'm feeling nauseous
1,B,I'm feeling nauseous
1,B,I'm feeling nauseous
1,B,I'm feeling nauseous
1,B,I'm feeling nauseous
1,B,I'm feeling nauseous
1,B,I'm having a hard time hearing.
1,B,I'm having a hard time hearing.
1,B,I'm having a hard time hearing.
1,B,I'm having a hard time hearing.
1,B,I'm having a hard time hearing.
1,B,I'm having a hard time hearing.
1,B,I'm having a hard time hearing.
1,B,I'm having a hard time hearing.
1,B,I'm having a hard time hearing.
1,B,I'm having a hard time hearing.
1,B,I'm having a hard time reading because the letters are all fuzzy
1,B,I'm having a hard time reading because the letters are all fuzzy
1,B,I'm having a hard time reading because the letters are all fuzzy
1,B,I'm having a hard time reading because the letters are all fuzzy
1,B,I'm having a hard time reading because the letters are all fuzzy
1,B,I'm having a hard time reading because the letters are all fuzzy
1,B,I'm having a hard time reading because the letters are all fuzzy
1,B,I'm having a hard time reading because the letters are all fuzzy
1,B,I'm having a hard time reading because the letters are all fuzzy
1,B,I'm having a hard time reading because the letters are all fuzzy
1,B,I'm having a hard time reading because the letters are all fuzzy
1,B,I'm in need for a treatment for my hair fall
1,B,I'm in need for a treatment for my hair fall
1,B,I'm in need for a treatment for my hair fall
1,B,I'm in need for a treatment for my hair fall
1,B,I'm in need for a treatment for my hair fall
1,B,I'm in need for a treatment for my hair fall
1,B,I'm in need for a treatment for my hair fall
1,B,I'm in need for a treatment for my hair fall
1,B,I'm in need for a treatment for my hair fall
0,A,i'm injured i can't play sports
0,A,i'm injured i can't play sports
0,A,i'm injured i can't play sports
0,A,i'm injured i can't play sports
0,A,i'm injured i can't play sports
0,A,i'm injured i can't play sports
0,A,i'm injured i can't play sports
0,A,i'm injured i can't play sports
0,A,i'm injured i can't play sports
0,A,i'm injured i can't play sports
1,B,I'm not feeling good I can't take my breath
1,B,I'm not feeling good I can't take my breath
1,B,I'm not feeling good I can't take my breath
1,B,I'm not feeling good I can't take my breath
1,B,I'm not feeling good I can't take my breath
1,B,I'm not feeling good I can't take my breath
1,B,I'm not feeling good I can't take my breath
1,B,I'm not feeling good I can't take my breath
1,B,I'm not feeling good I can't take my breath
1,B,I'm not feeling good I get infection wound
1,B,I'm not feeling good I get infection wound
1,B,I'm not feeling good I get infection wound
1,B,I'm not feeling good I get infection wound
1,B,I'm not feeling good I get infection wound
1,B,I'm not feeling good I get infection wound
1,B,I'm not feeling good I get infection wound
1,B,I'm not feeling good I get infection wound
1,B,I'm not feeling good I get infection wound
1,B,I'm not feeling good I get infection wound
1,B,I'm not good i feel dizzy
1,B,I'm not good i feel dizzy
1,B,I'm not good i feel dizzy
1,B,I'm not good i feel dizzy
1,B,I'm not good i feel dizzy
1,B,I'm not good i feel dizzy
1,B,I'm not good i feel dizzy
1,B,I'm not good i feel dizzy
1,B,I'm not good i feel dizzy
0,A,I'm not good i'm feeling so cold
0,A,I'm not good i'm feeling so cold
0,A,I'm not good i'm feeling so cold
0,A,I'm not good i'm feeling so cold
0,A,I'm not good i'm feeling so cold
0,A,I'm not good i'm feeling so cold
0,A,I'm not good i'm feeling so cold
0,A,I'm not good i'm feeling so cold
0,A,I'm not good i'm feeling so cold
1,B,I'm not hearing well I have problem with my ear
1,B,I'm not hearing well I have problem with my ear
1,B,I'm not hearing well I have problem with my ear
1,B,I'm not hearing well I have problem with my ear
1,B,I'm not hearing well I have problem with my ear
1,B,I'm not hearing well I have problem with my ear
1,B,I'm not hearing well I have problem with my ear
1,B,I'm not hearing well I have problem with my ear
1,B,I'm not hearing well I have problem with my ear
0,A,I'm suffering from sharp cough Accompanied by  phlegm
0,A,I'm suffering from sharp cough Accompanied by  phlegm
0,A,I'm suffering from sharp cough Accompanied by  phlegm
0,A,I'm suffering from sharp cough Accompanied by  phlegm
0,A,I'm suffering from sharp cough Accompanied by  phlegm
0,A,I'm suffering from sharp cough Accompanied by  phlegm
0,A,I'm suffering from sharp cough Accompanied by  phlegm
0,A,I'm suffering from sharp cough Accompanied by  phlegm
0,A,I'm suffering from sharp cough Accompanied by  phlegm
0,A,I'm suffering from sharp cough Accompanied by  phlegm
0,A,I'm suffering from sharp cough Accompanied by  phlegm
0,A,I'm very worried that I'll go bald soon. Am I very sick?
0,A,I'm very worried that I'll go bald soon. Am I very sick?
0,A,I'm very worried that I'll go bald soon. Am I very sick?
0,A,I'm very worried that I'll go bald soon. Am I very sick?
0,A,I'm very worried that I'll go bald soon. Am I very sick?
0,A,I'm very worried that I'll go bald soon. Am I very sick?
0,A,I'm very worried that I'll go bald soon. Am I very sick?
0,A,I'm very worried that I'll go bald soon. Am I very sick?
1,B,I've always been very active but now I just don't have the strength or energy to go for even a short walk.
1,B,I've always been very active but now I just don't have the strength or energy to go for even a short walk.
1,B,I've always been very active but now I just don't have the strength or energy to go for even a short walk.
1,B,I've always been very active but now I just don't have the strength or energy to go for even a short walk.
1,B,I've always been very active but now I just don't have the strength or energy to go for even a short walk.
1,B,I've always been very active but now I just don't have the strength or energy to go for even a short walk.
1,B,I've always been very active but now I just don't have the strength or energy to go for even a short walk.
1,B,I've always been very active but now I just don't have the strength or energy to go for even a short walk.
0,A,I've been feeling very sad lately
0,A,I've been feeling very sad lately
0,A,I've been feeling very sad lately
0,A,I've been feeling very sad lately
0,A,I've been feeling very sad lately
0,A,I've been feeling very sad lately
0,A,I've been feeling very sad lately
0,A,I've been feeling very sad lately
0,A,I've been feeling very sad lately
0,A,I've been feeling very sad lately
0,A,I've been over my cold for weeks but still cough every day.
0,A,I've been over my cold for weeks but still cough every day.
0,A,I've been over my cold for weeks but still cough every day.
0,A,I've been over my cold for weeks but still cough every day.
0,A,I've been over my cold for weeks but still cough every day.
0,A,I've been over my cold for weeks but still cough every day.
0,A,I've been over my cold for weeks but still cough every day.
0,A,I've been over my cold for weeks but still cough every day.
0,A,I've been over my cold for weeks but still cough every day.
0,A,I've been over my cold for weeks but still cough every day.
0,A,I've been over my cold for weeks but still cough every day.
0,A,I've been over my cold for weeks but still cough every day.
1,B,I've got a hard time to breath- am I having a heart attack?
1,B,I've got a hard time to breath- am I having a heart attack?
1,B,I've got a hard time to breath- am I having a heart attack?
1,B,I've got a hard time to breath- am I having a heart attack?
1,B,I've got a hard time to breath- am I having a heart attack?
1,B,I've got a hard time to breath- am I having a heart attack?
1,B,I've got a hard time to breath- am I having a heart attack?
1,B,I've got a hard time to breath- am I having a heart attack?
1,B,I've got a hard time to breath- am I having a heart attack?
1,B,I've got a hard time to breath- am I having a heart attack?
1,B,I've got a hard time to breath- am I having a heart attack?
1,B,I've got a hard time to breath- am I having a heart attack?
0,A,I've had this cough for two weeks.
0,A,I've had this cough for two weeks.
0,A,I've had this cough for two weeks.
0,A,I've had this cough for two weeks.
0,A,I've had this cough for two weeks.
0,A,I've had this cough for two weeks.
0,A,I've had this cough for two weeks.
0,A,I've had this cough for two weeks.
0,A,I've had this cough for two weeks.
0,A,I've had this cough for two weeks.
1,B,I've noticed my hair falling out a lot lately.
1,B,I've noticed my hair falling out a lot lately.
1,B,I've noticed my hair falling out a lot lately.
1,B,I've noticed my hair falling out a lot lately.
1,B,I've noticed my hair falling out a lot lately.
1,B,I've noticed my hair falling out a lot lately.
1,B,I've noticed my hair falling out a lot lately.
1,B,I've noticed my hair falling out a lot lately.
1,B,I've noticed my hair falling out a lot lately.
0,A,"I've tried reading books, but nothing can cheer me up."
0,A,"I've tried reading books, but nothing can cheer me up."
0,A,"I've tried reading books, but nothing can cheer me up."
0,A,"I've tried reading books, but nothing can cheer me up."
0,A,"I've tried reading books, but nothing can cheer me up."
0,A,"I've tried reading books, but nothing can cheer me up."
0,A,"I've tried reading books, but nothing can cheer me up."
0,A,"I've tried reading books, but nothing can cheer me up."
0,A,In highschool I had a lot of acne.
0,A,In highschool I had a lot of acne.
0,A,In highschool I had a lot of acne.
0,A,In highschool I had a lot of acne.
0,A,In highschool I had a lot of acne.
0,A,In highschool I had a lot of acne.
0,A,In highschool I had a lot of acne.
0,A,In the morning my respiration is loud.
0,A,In the morning my respiration is loud.
0,A,In the morning my respiration is loud.
0,A,In the morning my respiration is loud.
0,A,In the morning my respiration is loud.
0,A,In the morning my respiration is loud.
0,A,In the morning my respiration is loud.
0,A,In the morning my respiration is loud.
0,A,In the morning my respiration is loud.
0,A,In the morning my respiration is loud.
0,A,In the morning my respiration is loud.
0,A,In the morning my respiration is loud.
1,B,is my cut infected or just healing?
1,B,is my cut infected or just healing?
1,B,is my cut infected or just healing?
1,B,is my cut infected or just healing?
1,B,is my cut infected or just healing?
1,B,is my cut infected or just healing?
1,B,is my cut infected or just healing?
1,B,is my cut infected or just healing?
1,B,is my cut infected or just healing?
1,B,is my cut infected or just healing?
1,B,is my cut infected or just healing?
1,B,is my cut infected or just healing?
0,A,Is pimples a skin disease?
0,A,Is pimples a skin disease?
0,A,Is pimples a skin disease?
0,A,Is pimples a skin disease?
0,A,Is pimples a skin disease?
0,A,Is pimples a skin disease?
0,A,Is pimples a skin disease?
0,A,Is pimples a skin disease?
0,A,Is pimples a skin disease?
0,A,Is pimples a skin disease?
0,A,Is pimples a skin disease?
0,A,Is there a cure for acne?
0,A,Is there a cure for acne?
0,A,Is there a cure for acne?
0,A,Is there a cure for acne?
0,A,Is there a cure for acne?
0,A,Is there a cure for acne?
0,A,Is there a cure for acne?
0,A,Is there a cure for acne?
0,A,Is there a cure for acne?
0,A,Is there a cure for acne?
1,B,It feels like I can't take a deep breath
1,B,It feels like I can't take a deep breath
1,B,It feels like I can't take a deep breath
1,B,It feels like I can't take a deep breath
1,B,It feels like I can't take a deep breath
1,B,It feels like I can't take a deep breath
1,B,It feels like I can't take a deep breath
1,B,It feels like I can't take a deep breath
1,B,It feels like I can't take a deep breath
1,B,It feels like I can't take a deep breath
1,B,It feels like my heart is going to leap out of my body. It hurts.
1,B,It feels like my heart is going to leap out of my body. It hurts.
1,B,It feels like my heart is going to leap out of my body. It hurts.
1,B,It feels like my heart is going to leap out of my body. It hurts.
1,B,It feels like my heart is going to leap out of my body. It hurts.
1,B,It feels like my heart is going to leap out of my body. It hurts.
1,B,It feels like my heart is going to leap out of my body. It hurts.
1,B,It feels like my heart is going to leap out of my body. It hurts.
1,B,It feels like my heart is going to leap out of my body. It hurts.
1,B,It feels like my heart is going to leap out of my body. It hurts.
1,B,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.
1,B,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.
1,B,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.
1,B,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.
1,B,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.
1,B,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.
1,B,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.
1,B,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.
1,B,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.
1,B,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.
1,B,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.
1,B,It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.
1,B,It feels like someone stuck a knife into my shoulder
1,B,It feels like someone stuck a knife into my shoulder
1,B,It feels like someone stuck a knife into my shoulder
1,B,It feels like someone stuck a knife into my shoulder
1,B,It feels like someone stuck a knife into my shoulder
1,B,It feels like someone stuck a knife into my shoulder
1,B,It feels like someone stuck a knife into my shoulder
0,A,It hurts when I bent my arm
0,A,It hurts when I bent my arm
0,A,It hurts when I bent my arm
0,A,It hurts when I bent my arm
0,A,It hurts when I bent my arm
0,A,It hurts when I bent my arm
0,A,It hurts when I bent my arm
0,A,It hurts when I bent my arm
0,A,It hurts when I bent my arm
0,A,It hurts when I raise my arm up
0,A,It hurts when I raise my arm up
0,A,It hurts when I raise my arm up
0,A,It hurts when I raise my arm up
0,A,It hurts when I raise my arm up
0,A,It hurts when I raise my arm up
0,A,It hurts when I raise my arm up
0,A,It hurts when I raise my arm up
0,A,It hurts when I raise my arm up
0,A,It hurts when I raise my arm up
0,A,It hurts when I raise my arm up
0,A,It hurts when I raise my arm up
0,A,"It is hard to breath when I am in the underground metro station, why?"
0,A,"It is hard to breath when I am in the underground metro station, why?"
0,A,"It is hard to breath when I am in the underground metro station, why?"
0,A,"It is hard to breath when I am in the underground metro station, why?"
0,A,"It is hard to breath when I am in the underground metro station, why?"
0,A,"It is hard to breath when I am in the underground metro station, why?"
0,A,"It is hard to breath when I am in the underground metro station, why?"
0,A,"It is hard to breath when I am in the underground metro station, why?"
0,A,"It is hard to breath when I am in the underground metro station, why?"
0,A,"It is hard to breath when I am in the underground metro station, why?"
1,B,It is like I have a needle pushing through my heart.
1,B,It is like I have a needle pushing through my heart.
1,B,It is like I have a needle pushing through my heart.
1,B,It is like I have a needle pushing through my heart.
1,B,It is like I have a needle pushing through my heart.
1,B,It is like I have a needle pushing through my heart.
1,B,It is like I have a needle pushing through my heart.
1,B,It is like I have a needle pushing through my heart.
1,B,It is like I have a needle pushing through my heart.
1,B,It is like I have a needle pushing through my heart.
1,B,It is like I have a needle pushing through my heart.
0,A,It itches inside my ears.
0,A,It itches inside my ears.
0,A,It itches inside my ears.
0,A,It itches inside my ears.
0,A,It itches inside my ears.
0,A,It itches inside my ears.
0,A,It itches inside my ears.
0,A,It itches inside my ears.
0,A,It itches inside my ears.
0,A,It itches inside my ears.
0,A,It itches inside my ears.
0,A,It itches inside my ears.
1,B,"It started as a tinnitus, but today the pain is throbbing and unbearable."
1,B,"It started as a tinnitus, but today the pain is throbbing and unbearable."
1,B,"It started as a tinnitus, but today the pain is throbbing and unbearable."
1,B,"It started as a tinnitus, but today the pain is throbbing and unbearable."
1,B,"It started as a tinnitus, but today the pain is throbbing and unbearable."
1,B,"It started as a tinnitus, but today the pain is throbbing and unbearable."
1,B,"It started as a tinnitus, but today the pain is throbbing and unbearable."
1,B,"It started as a tinnitus, but today the pain is throbbing and unbearable."
1,B,"It started as a tinnitus, but today the pain is throbbing and unbearable."
1,B,It's hard to see things
1,B,It's hard to see things
1,B,It's hard to see things
1,B,It's hard to see things
1,B,It's hard to see things
1,B,It's hard to see things
1,B,It's hard to see things
1,B,It's hard to see things
1,B,It's hard to see things
1,B,"It's hard to stand up, and I'm moving very slowly"
1,B,"It's hard to stand up, and I'm moving very slowly"
1,B,"It's hard to stand up, and I'm moving very slowly"
1,B,"It's hard to stand up, and I'm moving very slowly"
1,B,"It's hard to stand up, and I'm moving very slowly"
1,B,"It's hard to stand up, and I'm moving very slowly"
1,B,"It's hard to stand up, and I'm moving very slowly"
0,A,itch at front and center of scalp
0,A,itch at front and center of scalp
0,A,itch at front and center of scalp
0,A,itch at front and center of scalp
0,A,itch at front and center of scalp
0,A,itch at front and center of scalp
0,A,itch at front and center of scalp
0,A,itch at front and center of scalp
0,A,itch at front and center of scalp
0,A,itch at front and center of scalp
1,B,"Laceration, rupture or opening in the skin"
1,B,"laceration, rupture or opening in the skin"
1,B,"laceration, rupture or opening in the skin"
1,B,"laceration, rupture or opening in the skin"
1,B,"laceration, rupture or opening in the skin"
1,B,"Laceration, rupture or opening in the skin"
1,B,"Laceration, rupture or opening in the skin"
1,B,"laceration, rupture or opening in the skin"
1,B,"laceration, rupture or opening in the skin"
1,B,"Laceration, rupture or opening in the skin"
1,B,"Laceration, rupture or opening in the skin"
1,B,"Laceration, rupture or opening in the skin"
1,B,longitudinal burning line across back with hard respiratory movements
1,B,longitudinal burning line across back with hard respiratory movements
1,B,longitudinal burning line across back with hard respiratory movements
1,B,longitudinal burning line across back with hard respiratory movements
1,B,longitudinal burning line across back with hard respiratory movements
1,B,longitudinal burning line across back with hard respiratory movements
1,B,longitudinal burning line across back with hard respiratory movements
1,B,longitudinal burning line across back with hard respiratory movements
1,B,longitudinal burning line across back with hard respiratory movements
1,B,Mr hair is falling out just by combing it.
1,B,Mr hair is falling out just by combing it.
1,B,Mr hair is falling out just by combing it.
1,B,Mr hair is falling out just by combing it.
1,B,Mr hair is falling out just by combing it.
1,B,Mr hair is falling out just by combing it.
1,B,Mr hair is falling out just by combing it.
1,B,Mr hair is falling out just by combing it.
1,B,Mr hair is falling out just by combing it.
1,B,Mr hair is falling out just by combing it.
1,B,Mr hair is falling out just by combing it.
1,B,Mr hair is falling out just by combing it.
0,A,my abdominal muscles have great pain since i was at GYM
0,A,my abdominal muscles have great pain since i was at GYM
0,A,my abdominal muscles have great pain since i was at GYM
0,A,my abdominal muscles have great pain since i was at GYM
0,A,my abdominal muscles have great pain since i was at GYM
0,A,my abdominal muscles have great pain since i was at GYM
0,A,my abdominal muscles have great pain since i was at GYM
0,A,my abdominal muscles have great pain since i was at GYM
0,A,My acne gets worse when it is hot
0,A,My acne gets worse when it is hot
0,A,My acne gets worse when it is hot
0,A,My acne gets worse when it is hot
0,A,My acne gets worse when it is hot
0,A,My acne gets worse when it is hot
0,A,My acne is really embarassing. It's so read.
0,A,My acne is really embarassing. It's so read.
0,A,My acne is really embarassing. It's so read.
0,A,My acne is really embarassing. It's so read.
0,A,My acne is really embarassing. It's so read.
0,A,My acne is really embarassing. It's so read.
0,A,My acne is really embarassing. It's so read.
0,A,My acne is really embarassing. It's so read.
0,A,My acne is really embarassing. It's so read.
0,A,My acne is really embarassing. It's so read.
0,A,My acne is really embarassing. It's so read.
0,A,My acne is really embarassing. It's so read.
0,A,My acne itches and oozes.
0,A,My acne itches and oozes.
0,A,My acne itches and oozes.
0,A,My acne itches and oozes.
0,A,My acne itches and oozes.
0,A,My acne itches and oozes.
0,A,My acne itches and oozes.
0,A,My acne itches and oozes.
0,A,My acne itches and oozes.
0,A,My acne itches and oozes.
0,A,My acne itches and oozes.
0,A,My acne itches and oozes.
1,B,my ankle is hurting me
1,B,my ankle is hurting me
1,B,my ankle is hurting me
1,B,my ankle is hurting me
1,B,my ankle is hurting me
1,B,my ankle is hurting me
1,B,my ankle is hurting me
1,B,my ankle is hurting me
1,B,my ankle is hurting me
1,B,my ankle is hurting me
1,B,My ankle joint throbs when I put pressure on my foot.
1,B,My ankle joint throbs when I put pressure on my foot.
1,B,My ankle joint throbs when I put pressure on my foot.
1,B,My ankle joint throbs when I put pressure on my foot.
1,B,My ankle joint throbs when I put pressure on my foot.
1,B,My ankle joint throbs when I put pressure on my foot.
1,B,My ankle joint throbs when I put pressure on my foot.
1,B,My ankle joint throbs when I put pressure on my foot.
0,A,My ankle joint throbs when I put pressure on my foot.
1,B,My arm hurts when I stretch
1,B,My arm hurts when I stretch
1,B,My arm hurts when I stretch
1,B,My arm hurts when I stretch
1,B,My arm hurts when I stretch
1,B,My arm hurts when I stretch
1,B,My arm hurts when I stretch
1,B,My arm hurts when I stretch
1,B,My arm hurts when I stretch
1,B,My arm hurts when I stretch
0,A,My back got injured while i was lifting at the gym
0,A,My back got injured while i was lifting at the gym
0,A,My back got injured while i was lifting at the gym
0,A,My back got injured while i was lifting at the gym
0,A,My back got injured while i was lifting at the gym
0,A,My back got injured while i was lifting at the gym
0,A,My back got injured while i was lifting at the gym
1,B,My back hurts a lot when I bend
1,B,My back hurts a lot when I bend
1,B,My back hurts a lot when I bend
1,B,My back hurts a lot when I bend
1,B,My back hurts a lot when I bend
1,B,My back hurts a lot when I bend
1,B,My back hurts a lot when I bend
1,B,My back hurts a lot when I bend
1,B,My back hurts a lot when I bend
1,B,My back hurts a lot when I bend
1,B,My back hurts a lot when I bend
0,A,my back hurts me a lot
0,A,my back hurts me a lot
0,A,my back hurts me a lot
0,A,my back hurts me a lot
0,A,my back hurts me a lot
0,A,my back hurts me a lot
0,A,my back hurts me a lot
0,A,my back hurts me a lot
1,B,My back hurts me and i can't bend it or walk
1,B,My back hurts me and i can't bend it or walk
1,B,My back hurts me and i can't bend it or walk
1,B,My back hurts me and i can't bend it or walk
1,B,My back hurts me and i can't bend it or walk
1,B,My back hurts me and i can't bend it or walk
1,B,My back hurts me and i can't bend it or walk
1,B,My back hurts me and i can't bend it or walk
1,B,My back hurts me and i can't bend it or walk
1,B,My back hurts me and i can't bend it or walk
1,B,My back hurts me and i can't bend it or walk
1,B,My back hurts me and i can't bend it or walk
1,B,My back hurts so much I can't bend down to tie my shoelaces.
1,B,My back hurts so much I can't bend down to tie my shoelaces.
1,B,My back hurts so much I can't bend down to tie my shoelaces.
1,B,My back hurts so much I can't bend down to tie my shoelaces.
1,B,My back hurts so much I can't bend down to tie my shoelaces.
1,B,My back hurts so much I can't bend down to tie my shoelaces.
1,B,My back hurts so much I can't bend down to tie my shoelaces.
1,B,My back hurts so much I can't bend down to tie my shoelaces.
1,B,My back hurts so much I can't bend down to tie my shoelaces.
1,B,My back hurts so much I can't bend down to tie my shoelaces.
1,B,My back hurts so much I can't bend down to tie my shoelaces.
1,B,My back hurts so much I can't bend down to tie my shoelaces.
1,B,My back is hurting so much.
1,B,My back is hurting so much.
1,B,My back is hurting so much.
1,B,My back is hurting so much.
1,B,My back is hurting so much.
1,B,My back is hurting so much.
1,B,My back is hurting so much.
1,B,My back is hurting so much.
1,B,My back is hurting so much.
1,B,My back is hurting so much.
1,B,My back is hurting so much.
0,A,My biceps started aching after I went to the gym
0,A,My biceps started aching after I went to the gym
0,A,My biceps started aching after I went to the gym
0,A,My biceps started aching after I went to the gym
0,A,My biceps started aching after I went to the gym
0,A,My biceps started aching after I went to the gym
0,A,My biceps started aching after I went to the gym
0,A,My biceps started aching after I went to the gym
1,B,My body aches on the inside between my hips and shoulders.
1,B,My body aches on the inside between my hips and shoulders.
1,B,My body aches on the inside between my hips and shoulders.
1,B,My body aches on the inside between my hips and shoulders.
1,B,My body aches on the inside between my hips and shoulders.
1,B,My body aches on the inside between my hips and shoulders.
1,B,My body aches on the inside between my hips and shoulders.
1,B,My body aches on the inside between my hips and shoulders.
1,B,My body aches on the inside between my hips and shoulders.
1,B,My body aches on the inside between my hips and shoulders.
1,B,My body aches on the inside between my hips and shoulders.
0,A,My body feels like it's in a refrigerator.
0,A,My body feels like it's in a refrigerator.
0,A,My body feels like it's in a refrigerator.
0,A,My body feels like it's in a refrigerator.
0,A,My body feels like it's in a refrigerator.
0,A,My body feels like it's in a refrigerator.
0,A,My body feels like it's in a refrigerator.
0,A,My body feels like it's in a refrigerator.
0,A,My body feels like it's in a refrigerator.
0,A,My body feels like it's in a refrigerator.
0,A,My body feels like it's in a refrigerator.
0,A,"My body feels weak after my first day in the gym, why?"
0,A,"My body feels weak after my first day in the gym, why?"
0,A,"My body feels weak after my first day in the gym, why?"
0,A,"My body feels weak after my first day in the gym, why?"
0,A,"My body feels weak after my first day in the gym, why?"
0,A,"My body feels weak after my first day in the gym, why?"
0,A,"My body feels weak after my first day in the gym, why?"
0,A,"My body feels weak after my first day in the gym, why?"
0,A,"My body feels weak after my first day in the gym, why?"
0,A,"My body feels weak after my first day in the gym, why?"
0,A,"My body feels weak after my first day in the gym, why?"
0,A,"My body feels weak although I eat a lot, why?"
0,A,"My body feels weak although I eat a lot, why?"
0,A,"My body feels weak although I eat a lot, why?"
0,A,"My body feels weak although I eat a lot, why?"
0,A,"My body feels weak although I eat a lot, why?"
0,A,"My body feels weak although I eat a lot, why?"
0,A,"My body feels weak although I eat a lot, why?"
0,A,"My body feels weak although I eat a lot, why?"
0,A,"My body feels weak although I eat a lot, why?"
0,A,"My body feels weak although I eat a lot, why?"
0,A,My body feels weak although I take my vitamins regularly.
0,A,My body feels weak although I take my vitamins regularly.
0,A,My body feels weak although I take my vitamins regularly.
0,A,My body feels weak although I take my vitamins regularly.
0,A,My body feels weak although I take my vitamins regularly.
0,A,My body feels weak although I take my vitamins regularly.
0,A,My body feels weak although I take my vitamins regularly.
0,A,My body feels weak although I take my vitamins regularly.
0,A,My body feels weak although I take my vitamins regularly.
0,A,My body feels weak although I take my vitamins regularly.
0,A,My body feels weak and i think that my face is fade and i can't sleep well
0,A,My body feels weak and i think that my face is fade and i can't sleep well
0,A,My body feels weak and i think that my face is fade and i can't sleep well
0,A,My body feels weak and i think that my face is fade and i can't sleep well
0,A,My body feels weak and i think that my face is fade and i can't sleep well
0,A,My body feels weak and i think that my face is fade and i can't sleep well
0,A,My body feels weak and i think that my face is fade and i can't sleep well
0,A,My body feels weak and i think that my face is fade and i can't sleep well
0,A,My body feels weak and i think that my face is fade and i can't sleep well
0,A,My body feels weak and i think that my face is fade and i can't sleep well
0,A,My body feels weak and i think that my face is fade and i can't sleep well
0,A,My body feels weak and i think that my face is fade and i can't sleep well
0,A,My body feels weak and I tried to make it relax but it stills pain me
0,A,My body feels weak and I tried to make it relax but it stills pain me
0,A,My body feels weak and I tried to make it relax but it stills pain me
0,A,My body feels weak and I tried to make it relax but it stills pain me
0,A,My body feels weak and I tried to make it relax but it stills pain me
0,A,My body feels weak and I tried to make it relax but it stills pain me
0,A,My body feels weak and I tried to make it relax but it stills pain me
0,A,My body feels weak and I tried to make it relax but it stills pain me
0,A,My body feels weak and I tried to make it relax but it stills pain me
1,B,My calves feel like they are tight as knots and are throbbing
1,B,My calves feel like they are tight as knots and are throbbing
1,B,My calves feel like they are tight as knots and are throbbing
1,B,My calves feel like they are tight as knots and are throbbing
1,B,My calves feel like they are tight as knots and are throbbing
1,B,My calves feel like they are tight as knots and are throbbing
1,B,My calves feel like they are tight as knots and are throbbing
1,B,My calves feel like they are tight as knots and are throbbing
1,B,My calves feel like they are tight as knots and are throbbing
1,B,My calves feel like they are tight as knots and are throbbing
1,B,My calves feel like they are tight as knots and are throbbing
0,A,"my cbc report indicate 10 hb, i feel tired of little work."
0,A,"my cbc report indicate 10 hb, i feel tired of little work."
0,A,"my cbc report indicate 10 hb, i feel tired of little work."
0,A,"my cbc report indicate 10 hb, i feel tired of little work."
0,A,"my cbc report indicate 10 hb, i feel tired of little work."
0,A,"my cbc report indicate 10 hb, i feel tired of little work."
0,A,"my cbc report indicate 10 hb, i feel tired of little work."
